,Annualized Return,Annualized Volatility,Sharpe Ratio,Maximum Drawdown
0.6,0.10577343282755619,0.12124129237113856,0.8724208622237972,-0.3065610716813555
0.8,0.08507918028690906,0.12024529736902125,0.7075468409031352,-0.26100714981599804
1.0,0.06438492774626191,0.13963395633430503,0.461097926582518,-0.31478273843933036
1.2,0.043690675205614746,0.17267189013398415,0.25302714397643483,-0.4657178444803971
1.4,0.022996422664967594,0.21310267755704193,0.10791240602226625,-0.6251008572886265
